Common name;Scientific name;Status;No.;No. Back
Lesser Grey Shrike;Lanius minor;;39;1
Loggerhead Shrike;Lanius ludovicianus;;168;35
Northern Shrike;Lanius borealis;;24;0
Great Grey Shrike;Lanius excubitor;;241;14
Iberian Grey Shrike;Lanius meridionalis;;66;30
Chinese Grey Shrike;Lanius sphenocercus;;10;0
Grey-backed Fiscal;Lanius excubitoroides;;12;0
Long-tailed Fiscal;Lanius cabanisi;;24;0
Taita Fiscal;Lanius dorsalis;;3;0
Somali Fiscal;Lanius somalicus;;16;0
Northern Fiscal;Lanius humeralis;;26;10
Southern Fiscal;Lanius collaris;;47;15
Sao Tome Fiscal;Lanius newtoni;;8;2
Woodchat Shrike;Lanius senator;;133;79
Masked Shrike;Lanius nubicus;;27;1
Rufous-browed Peppershrike;Cyclarhis gujanensis;;678;1124
Black-billed Peppershrike;Cyclarhis nigrirostris;;128;50
Chestnut-sided Shrike-Vireo;Vireolanius melitophrys;;31;2
Green Shrike-Vireo;Vireolanius pulchellus;;67;136
Yellow-browed Shrike-Vireo;Vireolanius eximius;;47;16
Slaty-capped Shrike-Vireo;Vireolanius leucotis;;128;210
Slaty Vireo;Vireo brevipennis;;21;1
White-eyed Vireo;Vireo griseus;;317;280
Thick-billed Vireo;Vireo crassirostris;;24;11
Mangrove Vireo;Vireo pallens;;79;32
Providencia Vireo;Vireo approximans;;4;0
Cozumel Vireo;Vireo bairdi;;12;0
San Andres Vireo;Vireo caribaeus;;40;2
Jamaican Vireo;Vireo modestus;;14;2
Cuban Vireo;Vireo gundlachii;;18;6
Puerto Rican Vireo;Vireo latimeri;;16;15
Flat-billed Vireo;Vireo nanus;;5;0
Bell's Vireo;Vireo bellii;;241;390
Black-capped Vireo;Vireo atricapilla;;41;4
Dwarf Vireo;Vireo nelsoni;;15;0
Grey Vireo;Vireo vicinior;;95;10
Blue Mountain Vireo;Vireo osburni;;1;0
Yellow-throated Vireo;Vireo flavifrons;;140;80
Plumbeous Vireo;Vireo plumbeus;;171;260
Cassin's Vireo;Vireo cassinii;;148;80
Blue-headed Vireo;Vireo solitarius;;194;105
Yellow-winged Vireo;Vireo carmioli;;18;2
Choco Vireo;Vireo masteri;;50;4
Tepui Vireo;Vireo sclateri;;14;1
Hutton's Vireo;Vireo huttoni;;247;114
Golden Vireo;Vireo hypochryseus;;72;54
Warbling Vireo;Vireo gilvus;;507;681
Brown-capped Vireo;Vireo leucophrys;;150;169
Philadelphia Vireo;Vireo philadelphicus;;54;3
Red-eyed Vireo;Vireo olivaceus;;248;1032
Chivi Vireo;Vireo chivi;;277;731
Noronha Vireo;Vireo gracilirostris;;18;7
Yellow-green Vireo;Vireo flavoviridis;;113;95
Black-whiskered Vireo;Vireo altiloquus;;64;85
Yucatan Vireo;Vireo magister;;19;15
Rufous-crowned Greenlet;Hylophilus poicilotis;;80;85
Grey-eyed Greenlet;Hylophilus amaurocephalus;;72;36
Lemon-chested Greenlet;Hylophilus thoracicus;;107;67
Grey-chested Greenlet;Hylophilus semicinereus;;66;112
Ashy-headed Greenlet;Hylophilus pectoralis;;84;75
Brown-headed Greenlet;Hylophilus brunneiceps;;21;2
Rufous-naped Greenlet;Hylophilus semibrunneus;;73;55
Golden-fronted Greenlet;Hylophilus aurantiifrons;;42;33
Dusky-capped Greenlet;Hylophilus hypoxanthus;;107;216
Buff-cheeked Greenlet;Hylophilus muscicapinus;;55;71
Scrub Greenlet;Hylophilus flavipes;;102;115
Olivaceous Greenlet;Hylophilus olivaceus;;45;19
Tawny-crowned Greenlet;Hylophilus ochraceiceps;;152;110
Lesser Greenlet;Hylophilus decurtatus;;133;341
White-bellied Erpornis;Erpornis zantholeuca;;40;15
Black-headed Shrike-babbler;Pteruthius rufiventer;;23;3
Pied Shrike-babbler;Pteruthius flaviscapis;;11;2
Himalayan Shrike-babbler;Pteruthius ripleyi;;13;1
Blyth's Shrike-babbler;Pteruthius aeralatus;;120;27
Dalat Shrike-babbler;Pteruthius annamensis;;12;1
Green Shrike-babbler;Pteruthius xanthochlorus;;21;1
Black-eared Shrike-babbler;Pteruthius melanotis;;27;3
Trilling Shrike-babbler;Pteruthius aenobarbus;;12;2
Clicking Shrike-babbler;Pteruthius intermedius;;13;2
North Island Piopio;Turnagra tanagra;Extinct;0;0
South Island Piopio;Turnagra capensis;Extinct;0;0
Green Figbird;Sphecotheres viridis;;2;2
Wetar Figbird;Sphecotheres hypoleucus;;5;0
Australasian Figbird;Sphecotheres vieilloti;;53;54
Northern Variable Pitohui;Pitohui kirhocephalus;;26;9
Raja Ampat Pitohui;Pitohui cerviniventris;;13;0
Southern Variable Pitohui;Pitohui uropygialis;;7;2
Hooded Pitohui;Pitohui dichrous;;10;2
Brown Oriole;Oriolus szalayi;;27;26
Dusky-brown Oriole;Oriolus phaeochromus;;25;6
Grey-collared Oriole;Oriolus forsteni;;4;0
Black-eared Oriole;Oriolus bouroensis;;2;0
Tanimbar Oriole;Oriolus decipiens;;15;3
Olive-brown Oriole;Oriolus melanotis;;21;14
Olive-backed Oriole;Oriolus sagittatus;;44;63
Green Oriole;Oriolus flavocinctus;;37;121
Dark-throated Oriole;Oriolus xanthonotus;;61;23
Philippine Oriole;Oriolus steerii;;11;4
White-lored Oriole;Oriolus albiloris;;5;0
Isabela Oriole;Oriolus isabellae;;2;1
Eurasian Golden Oriole;Oriolus oriolus;;816;876
Indian Golden Oriole;Oriolus kundoo;;52;13
African Golden Oriole;Oriolus auratus;;33;18
Slender-billed Oriole;Oriolus tenuirostris;;7;2
Black-naped Oriole;Oriolus chinensis;;239;93
Green-headed Oriole;Oriolus chlorocephalus;;28;7
Sao Tome Oriole;Oriolus crassirostris;;18;3
Western Oriole;Oriolus brachyrynchus;;33;45
Ethiopian Oriole;Oriolus monacha;;22;13
Mountain Oriole;Oriolus percivali;;18;4
Black-headed Oriole;Oriolus larvatus;;145;127
Black-winged Oriole;Oriolus nigripennis;;26;21
Black-hooded Oriole;Oriolus xanthornus;;154;40
Black Oriole;Oriolus hosii;;22;0
Black-and-crimson Oriole;Oriolus cruentus;;26;3
Maroon Oriole;Oriolus traillii;;72;24
Silver Oriole;Oriolus mellianus;;1;0
Common Square-tailed Drongo;Dicrurus ludwigii;;118;39
Western Square-tailed Drongo;Dicrurus occidentalis;;9;2
Sharpe's Drongo;Dicrurus sharpei;;6;3
Shining Drongo;Dicrurus atripennis;;20;0
Fork-tailed Drongo;Dicrurus adsimilis;;141;52
Glossy-backed Drongo;Dicrurus divaricatus;;19;2
Velvet-mantled Drongo;Dicrurus modestus;;4;8
Fanti Drongo;Dicrurus atactus;;8;1
Grand Comoro Drongo;Dicrurus fuscipennis;;0;0
Aldabra Drongo;Dicrurus aldabranus;;0;0
Crested Drongo;Dicrurus forficatus;;25;3
Mayotte Drongo;Dicrurus waldenii;;1;0
Black Drongo;Dicrurus macrocercus;;108;21
Ashy Drongo;Dicrurus leucophaeus;;137;22
White-bellied Drongo;Dicrurus caerulescens;;36;0
Crow-billed Drongo;Dicrurus annectens;;15;2
Bronzed Drongo;Dicrurus aeneus;;132;13
Lesser Racket-tailed Drongo;Dicrurus remifer;;71;16
Balicassiao;Dicrurus balicassius;;28;1
Hair-crested Drongo;Dicrurus hottentottus;;109;30
Tablas Drongo;Dicrurus menagei;;3;0
Sumatran Drongo;Dicrurus sumatranus;;23;1
Wallacean Drongo;Dicrurus densus;;46;7
Sulawesi Drongo;Dicrurus montanus;;19;2
Spangled Drongo;Dicrurus bracteatus;;199;95
Paradise Drongo;Dicrurus megarhynchus;;2;0
Andaman Drongo;Dicrurus andamanensis;;17;2
Greater Racket-tailed Drongo;Dicrurus paradiseus;;326;73
Sri Lanka Drongo;Dicrurus lophorinus;;8;2
Mindanao Blue Fantail;Rhipidura superciliaris;;8;0
Visayan Blue Fantail;Rhipidura samarensis;;6;0
Blue-headed Fantail;Rhipidura cyaniceps;;4;0
Tablas Fantail;Rhipidura sauli;;3;0
Visayan Fantail;Rhipidura albiventris;;9;0
White-throated Fantail;Rhipidura albicollis;;85;40
White-spotted Fantail;Rhipidura albogularis;;23;3
White-bellied Fantail;Rhipidura euryura;;5;0
White-browed Fantail;Rhipidura aureola;;41;3
Malaysian Pied Fantail;Rhipidura javanica;;79;28
Philippine Pied Fantail;Rhipidura nigritorquis;;19;4
Spotted Fantail;Rhipidura perlata;;25;8
Willie Wagtail;Rhipidura leucophrys;;84;104
Brown-capped Fantail;Rhipidura diluta;;7;0
Cinnamon-tailed Fantail;Rhipidura fuscorufa;;8;5
Northern Fantail;Rhipidura rufiventris;;76;28
Cockerell's Fantail;Rhipidura cockerelli;;11;0
Sooty Thicket Fantail;Rhipidura threnothorax;;26;3
Black Thicket Fantail;Rhipidura maculipectus;;26;16
White-bellied Thicket Fantail;Rhipidura leucothorax;;38;7
Black Fantail;Rhipidura atra;;13;1
Chestnut-bellied Fantail;Rhipidura hyperythra;;7;2
Friendly Fantail;Rhipidura albolimbata;;13;7
Grey Fantail;Rhipidura albiscapa;;61;122
New Zealand Fantail;Rhipidura fuliginosa;;25;22
Mangrove Fantail;Rhipidura phasiana;;3;5
Brown Fantail;Rhipidura drownei;;17;0
Makira Fantail;Rhipidura tenebrosa;;2;0
Rennell Fantail;Rhipidura rennelliana;;3;0
Streaked Fantail;Rhipidura verreauxi;;10;0
Kadavu Fantail;Rhipidura personata;;10;2
Samoan Fantail;Rhipidura nebulosa;;2;22
Rufous-tailed Fantail;Rhipidura phoenicura;;10;0
Black-and-cinnamon Fantail;Rhipidura nigrocinnamomea;;9;1
Dimorphic Fantail;Rhipidura brachyrhyncha;;18;4
Palau Fantail;Rhipidura lepida;;6;0
Streak-breasted Fantail;Rhipidura dedemi;;15;0
Tawny-backed Fantail;Rhipidura superflua;;4;0
Sulawesi Fantail;Rhipidura teysmanni;;23;0
Taliabu Fantail;Rhipidura sulaensis;;0;0
Long-tailed Fantail;Rhipidura opistherythra;;9;0
Rufous-backed Fantail;Rhipidura rufidorsa;;14;13
Bismarck Fantail;Rhipidura dahli;;1;0
Mussau Fantail;Rhipidura matthiae;;1;0
Malaita Fantail;Rhipidura malaitae;;0;0
Manus Fantail;Rhipidura semirubra;;1;0
Rufous Fantail;Rhipidura rufifrons;;52;50
Pohnpei Fantail;Rhipidura kubaryi;;1;0
Arafura Fantail;Rhipidura dryas;;38;1
Taveuni Silktail;Lamprolia victoriae;;4;0
Natewa Silktail;Lamprolia klinesmithi;;0;0
Drongo Fantail;Chaetorhynchus papuensis;;9;0
Black-naped Monarch;Hypothymis azurea;;188;62
Pale-blue Monarch;Hypothymis puella;;23;17
Short-crested Monarch;Hypothymis helenae;;8;0
Celestial Monarch;Hypothymis coelestis;;4;0
Cerulean Paradise Flycatcher;Eutrichomyias rowleyi;;4;0
Blue-mantled Crested Flycatcher;Trochocercus cyanomelas;;57;16
Blue-headed Crested Flycatcher;Trochocercus nitens;;16;1
Bedford's Paradise Flycatcher;Terpsiphone bedfordi;;0;0
Rufous-vented Paradise Flycatcher;Terpsiphone rufocinerea;;11;1
Red-bellied Paradise Flycatcher;Terpsiphone rufiventer;;41;32
Annobon Paradise Flycatcher;Terpsiphone smithii;;3;0
Bates's Paradise Flycatcher;Terpsiphone batesi;;1;0
African Paradise Flycatcher;Terpsiphone viridis;;138;57
Indian Paradise Flycatcher;Terpsiphone paradisi;;31;4
Blyth's Paradise Flycatcher;Terpsiphone affinis;;63;5
Amur Paradise Flycatcher;Terpsiphone incei;;10;2
Japanese Paradise Flycatcher;Terpsiphone atrocaudata;;157;27
Blue Paradise Flycatcher;Terpsiphone cyanescens;;10;0
Rufous Paradise Flycatcher;Terpsiphone cinnamomea;;23;1
Sao Tome Paradise Flycatcher;Terpsiphone atrochalybeia;;10;0
Malagasy Paradise Flycatcher;Terpsiphone mutata;;24;3
Seychelles Paradise Flycatcher;Terpsiphone corvina;;8;0
Mascarene Paradise Flycatcher;Terpsiphone bourbonnensis;;28;6
Kauai Elepaio;Chasiempis sclateri;;13;3
Oahu Elepaio;Chasiempis ibidis;;8;0
Hawaii Elepaio;Chasiempis sandwichensis;;15;4
Rarotonga Monarch;Pomarea dimidiata;;29;5
Tahiti Monarch;Pomarea nigra;;1;0
Maupiti Monarch;Pomarea pomarea;Extinct;0;0
Marquesan Monarch;Pomarea mendozae;;4;0
Ua Pou Monarch;Pomarea mira;;0;0
Nuku Hiva Monarch;Pomarea nukuhivae;Extinct;0;0
Iphis Monarch;Pomarea iphis;;5;0
Eiao Monarch;Pomarea fluxa;Extinct;0;0
Fatu Hiva Monarch;Pomarea whitneyi;;1;0
Vanikoro Monarch;Mayrornis schistaceus;;2;0
Versicolored Monarch;Mayrornis versicolor;;0;0
Slaty Monarch;Mayrornis lessoni;;11;14
Buff-bellied Monarch;Neolalage banksiana;;3;1
Southern Shrikebill;Clytorhynchus pachycephaloides;;6;0
Fiji Shrikebill;Clytorhynchus vitiensis;;20;4
Black-throated Shrikebill;Clytorhynchus nigrogularis;;2;0
Santa Cruz Shrikebill;Clytorhynchus sanctaecrucis;;0;0
Rennell Shrikebill;Clytorhynchus hamlini;;2;0
Chuuk Monarch;Metabolus rugensis;;1;0
Black Monarch;Symposiachrus axillaris;;8;0
Spot-winged Monarch;Symposiachrus guttula;;9;1
Black-bibbed Monarch;Symposiachrus mundus;;18;1
Flores Monarch;Symposiachrus sacerdotum;;11;1
Black-chinned Monarch;Symposiachrus boanensis;;3;0
Spectacled Monarch;Symposiachrus trivirgatus;;30;29
Moluccan Monarch;Symposiachrus bimaculatus;;15;2
White-tailed Monarch;Symposiachrus leucurus;;14;0
White-tipped Monarch;Symposiachrus everetti;;5;3
Black-tipped Monarch;Symposiachrus loricatus;;1;0
Kofiau Monarch;Symposiachrus julianae;;0;0
Biak Monarch;Symposiachrus brehmii;;7;1
Hooded Monarch;Symposiachrus manadensis;;9;2
Manus Monarch;Symposiachrus infelix;;1;0
Mussau Monarch;Symposiachrus menckei;;0;0
Black-tailed Monarch;Symposiachrus verticalis;;8;0
Solomons Monarch;Symposiachrus barbatus;;6;0
Kolombangara Monarch;Symposiachrus browni;;8;0
White-collared Monarch;Symposiachrus vidua;;3;0
Rufous Monarch;Monarcha rubiensis;;0;0
Island Monarch;Monarcha cinerascens;;10;6
Black-faced Monarch;Monarcha melanopsis;;26;15
Black-winged Monarch;Monarcha frater;;3;0
Bougainville Monarch;Monarcha erythrostictus;;7;0
Chestnut-bellied Monarch;Monarcha castaneiventris;;29;17
White-capped Monarch;Monarcha richardsii;;16;5
Yap Monarch;Monarcha godeffroyi;;2;0
Tinian Monarch;Monarcha takatsukasae;;1;0
White-eared Monarch;Carterornis leucotis;;15;3
White-naped Monarch;Carterornis pileatus;;23;2
Golden Monarch;Carterornis chrysomela;;21;3
Ochre-collared Monarch;Arses insularis;;11;2
Frilled Monarch;Arses telescopthalmus;;20;3
Frill-necked Monarch;Arses lorealis;;5;0
Pied Monarch;Arses kaupi;;10;2
Magpie-lark;Grallina cyanoleuca;;31;72
Torrent-lark;Grallina bruijnii;;3;0
Oceanic Flycatcher;Myiagra oceanica;;5;0
Palau Flycatcher;Myiagra erythrops;;10;0
Guam Flycatcher;Myiagra freycineti;Extinct;0;0
Pohnpei Flycatcher;Myiagra pluto;;2;0
Moluccan Flycatcher;Myiagra galeata;;25;7
Biak Black Flycatcher;Myiagra atra;;14;0
Leaden Flycatcher;Myiagra rubecula;;51;24
Steel-blue Flycatcher;Myiagra ferrocyanea;;16;0
Makira Flycatcher;Myiagra cervinicauda;;7;1
Melanesian Flycatcher;Myiagra caledonica;;6;3
Vanikoro Flycatcher;Myiagra vanikorensis;;17;19
Samoan Flycatcher;Myiagra albiventris;;1;4
Azure-crested Flycatcher;Myiagra azureocapilla;;2;0
Chestnut-throated Flycatcher;Myiagra castaneigularis;;3;1
Broad-billed Flycatcher;Myiagra ruficollis;;28;6
Satin Flycatcher;Myiagra cyanoleuca;;6;2
Shining Flycatcher;Myiagra alecto;;66;14
Velvet Flycatcher;Myiagra hebetior;;2;0
Paperbark Flycatcher;Myiagra nana;;9;3
Restless Flycatcher;Myiagra inquieta;;29;20
Crested Jay;Platylophus galericulatus;;53;3
Black Magpie;Platysmurus leucopterus;;91;9
Siberian Jay;Perisoreus infaustus;;125;3
Sichuan Jay;Perisoreus internigrans;;6;0
Grey Jay;Perisoreus canadensis;;113;25
Black-collared Jay;Cyanolyca armillata;;96;2
White-collared Jay;Cyanolyca viridicyanus;;54;10
Turquoise Jay;Cyanolyca turcosa;;83;19
Beautiful Jay;Cyanolyca pulchra;;62;1
Azure-hooded Jay;Cyanolyca cucullata;;29;2
Black-throated Jay;Cyanolyca pumilo;;20;7
Dwarf Jay;Cyanolyca nanus;;18;7
White-throated Jay;Cyanolyca mirabilis;;6;1
Silvery-throated Jay;Cyanolyca argentigula;;14;0
Bushy-crested Jay;Cyanocorax melanocyaneus;;27;21
San Blas Jay;Cyanocorax sanblasianus;;22;1
Yucatan Jay;Cyanocorax yucatanicus;;26;3
Purplish-backed Jay;Cyanocorax beecheii;;12;4
Violaceous Jay;Cyanocorax violaceus;;139;175
Azure Jay;Cyanocorax caeruleus;;69;6
Purplish Jay;Cyanocorax cyanomelas;;71;52
Curl-crested Jay;Cyanocorax cristatellus;;56;14
Tufted Jay;Cyanocorax dickeyi;;43;5
Black-chested Jay;Cyanocorax affinis;;90;43
White-tailed Jay;Cyanocorax mystacalis;;52;16
Cayenne Jay;Cyanocorax cayanus;;26;1
Azure-naped Jay;Cyanocorax heilprini;;13;0
Plush-crested Jay;Cyanocorax chrysops;;120;33
White-naped Jay;Cyanocorax cyanopogon;;69;26
Green Jay;Cyanocorax luxuosus;;89;66
Inca Jay;Cyanocorax yncas;;198;71
Brown Jay;Psilorhinus morio;;92;90
Black-throated Magpie-Jay;Calocitta colliei;;78;100
White-throated Magpie-Jay;Calocitta formosa;;55;14
Blue Jay;Cyanocitta cristata;;378;936
Steller's Jay;Cyanocitta stelleri;;260;330
Mexican Jay;Aphelocoma wollweberi;;93;188
Transvolcanic Jay;Aphelocoma ultramarina;;15;0
Unicolored Jay;Aphelocoma unicolor;;32;2
California Scrub Jay;Aphelocoma californica;;105;187
Woodhouse's Scrub Jay;Aphelocoma woodhouseii;;114;68
Island Scrub Jay;Aphelocoma insularis;;12;0
Florida Scrub Jay;Aphelocoma coerulescens;;27;2
Pinyon Jay;Gymnorhinus cyanocephalus;;88;120
Eurasian Jay;Garrulus glandarius;;1218;1215
Black-headed Jay;Garrulus lanceolatus;;19;0
Lidth's Jay;Garrulus lidthi;;34;0
Azure-winged Magpie;Cyanopica cyanus;;38;11
Iberian Magpie;Cyanopica cooki;;184;907
Sri Lanka Blue Magpie;Urocissa ornata;;10;1
Taiwan Blue Magpie;Urocissa caerulea;;10;2
Yellow-billed Blue Magpie;Urocissa flavirostris;;34;3
Red-billed Blue Magpie;Urocissa erythroryncha;;55;7
White-winged Magpie;Urocissa whiteheadi;;13;0
Common Green Magpie;Cissa chinensis;;86;5
Indochinese Green Magpie;Cissa hypoleuca;;26;0
Javan Green Magpie;Cissa thalassina;;3;0
Bornean Green Magpie;Cissa jefferyi;;29;2
Rufous Treepie;Dendrocitta vagabunda;;147;21
Sumatran Treepie;Dendrocitta occipitalis;;10;0
Bornean Treepie;Dendrocitta cinerascens;;47;8
Grey Treepie;Dendrocitta formosae;;85;50
White-bellied Treepie;Dendrocitta leucogastra;;19;2
Collared Treepie;Dendrocitta frontalis;;8;0
Andaman Treepie;Dendrocitta bayleii;;7;0
Racket-tailed Treepie;Crypsirina temia;;39;2
Hooded Treepie;Crypsirina cucullata;;2;0
Ratchet-tailed Treepie;Temnurus temnurus;;22;0
Eurasian Magpie;Pica pica;;733;1184
Maghreb Magpie;Pica mauritanica;;9;0
Asir Magpie;Pica asirensis;;6;0
Black-rumped Magpie;Pica bottanensis;;16;0
Oriental Magpie;Pica serica;;33;65
Black-billed Magpie;Pica hudsonia;;82;76
Yellow-billed Magpie;Pica nuttalli;;54;2
Stresemann's Bushcrow;Zavattariornis stresemanni;;30;2
Henderson's Ground Jay;Podoces hendersoni;;16;0
Biddulph's Ground Jay;Podoces biddulphi;;9;0
Pander's Ground Jay;Podoces panderi;;3;0
Pleske's Ground Jay;Podoces pleskei;;15;1
Clark's Nutcracker;Nucifraga columbiana;;129;46
Spotted Nutcracker;Nucifraga caryocatactes;;247;66
Large-spotted Nutcracker;Nucifraga multipunctata;;1;0
Red-billed Chough;Pyrrhocorax pyrrhocorax;;202;199
Alpine Chough;Pyrrhocorax graculus;;115;13
Piapiac;Ptilostomus afer;;13;4
Western Jackdaw;Coloeus monedula;;537;1409
Daurian Jackdaw;Coloeus dauuricus;;27;6
House Crow;Corvus splendens;;129;312
New Caledonian Crow;Corvus moneduloides;;8;2
Banggai Crow;Corvus unicolor;;15;2
Slender-billed Crow;Corvus enca;;96;17
Violet Crow;Corvus violaceus;;6;0
Piping Crow;Corvus typicus;;19;0
Flores Crow;Corvus florensis;;22;0
Mariana Crow;Corvus kubaryi;;4;1
Long-billed Crow;Corvus validus;;22;12
White-billed Crow;Corvus woodfordi;;18;1
Bougainville Crow;Corvus meeki;;5;0
Brown-headed Crow;Corvus fuscicapillus;;10;2
Grey Crow;Corvus tristis;;19;9
Cape Crow;Corvus capensis;;31;15
Rook;Corvus frugilegus;;440;1101
American Crow;Corvus brachyrhynchos;;290;1429
Northwestern Crow;Corvus caurinus;;72;36
Tamaulipas Crow;Corvus imparatus;;7;0
Sinaloa Crow;Corvus sinaloae;;44;94
Fish Crow;Corvus ossifragus;;106;110
Hispaniolan Palm Crow;Corvus palmarum;;14;0
Cuban Palm Crow;Corvus minutus;;22;7
Jamaican Crow;Corvus jamaicensis;;9;1
Cuban Crow;Corvus nasicus;;24;17
White-necked Crow;Corvus leucognaphalus;;10;0
Hawaiian Crow;Corvus hawaiiensis;;0;0
Carrion Crow;Corvus corone;;1070;7037
Hooded Crow;Corvus cornix;;495;919
Collared Crow;Corvus torquatus;;3;0
Large-billed Crow;Corvus macrorhynchos;;260;1013
Eastern Jungle Crow;Corvus levaillantii;;13;5
Indian Jungle Crow;Corvus culminatus;;39;30
Torresian Crow;Corvus orru;;73;238
Bismarck Crow;Corvus insularis;;9;2
Little Crow;Corvus bennetti;;7;6
Forest Raven;Corvus tasmanicus;;24;4
Little Raven;Corvus mellori;;15;17
Australian Raven;Corvus coronoides;;30;75
Pied Crow;Corvus albus;;111;145
Brown-necked Raven;Corvus ruficollis;;25;9
Somali Crow;Corvus edithae;;4;3
Northern Raven;Corvus corax;;1339;1200
Chihuahuan Raven;Corvus cryptoleucus;;29;30
Fan-tailed Raven;Corvus rhipidurus;;29;12
White-necked Raven;Corvus albicollis;;47;15
Thick-billed Raven;Corvus crassirostris;;11;0
White-winged Chough;Corcorax melanorhamphos;;25;3
Apostlebird;Struthidea cinerea;;21;3
Lesser Melampitta;Melampitta lugubris;;34;3
Greater Melampitta;Megalampitta gigantea;;10;0
Blue-capped Ifrit;Ifrita kowaldi;;13;1
Paradise-crow;Lycocorax pyrrhopterus;;49;17
Glossy-mantled Manucode;Manucodia ater;;17;11
Jobi Manucode;Manucodia jobiensis;;0;0
Crinkle-collared Manucode;Manucodia chalybatus;;3;0
Curl-crested Manucode;Manucodia comrii;;4;1
Trumpet Manucode;Phonygammus keraudrenii;;33;13
Long-tailed Paradigalla;Paradigalla carunculata;;2;0
Short-tailed Paradigalla;Paradigalla brevicauda;;0;0
Arfak Astrapia;Astrapia nigra;;2;0
Splendid Astrapia;Astrapia splendidissima;;9;0
Ribbon-tailed Astrapia;Astrapia mayeri;;3;1
Princess Stephanie's Astrapia;Astrapia stephaniae;;8;0
Huon Astrapia;Astrapia rothschildi;;2;0
Western Parotia;Parotia sefilata;;17;4
Queen Carola's Parotia;Parotia carolae;;1;1
Bronze Parotia;Parotia berlepschi;;0;0
Lawes's Parotia;Parotia lawesii;;3;0
Eastern Parotia;Parotia helenae;;0;0
Wahnes's Parotia;Parotia wahnesi;;2;0
King of Saxony Bird-of-paradise;Pteridophora alberti;;27;4
Greater Lophorina;Lophorina superba;;22;3
Crescent-caped Lophorina;Lophorina niedda;;3;0
Lesser Lophorina;Lophorina minor;;0;0
Paradise Riflebird;Ptiloris paradiseus;;9;2
Victoria's Riflebird;Ptiloris victoriae;;24;17
Magnificent Riflebird;Ptiloris magnificus;;28;46
Growling Riflebird;Ptiloris intercedens;;13;6
Black Sicklebill;Epimachus fastosus;;23;4
Brown Sicklebill;Epimachus meyeri;;14;13
Black-billed Sicklebill;Drepanornis albertisi;;8;0
Pale-billed Sicklebill;Drepanornis bruijnii;;15;1
Magnificent Bird-of-paradise;Diphyllodes magnificus;;32;7
Wilson's Bird-of-paradise;Diphyllodes respublica;;33;2
King Bird-of-paradise;Cicinnurus regius;;25;8
Standardwing;Semioptera wallacii;;30;12
Twelve-wired Bird-of-paradise;Seleucidis melanoleucus;;22;1
Greater Bird-of-paradise;Paradisaea apoda;;12;4
Raggiana Bird-of-paradise;Paradisaea raggiana;;11;6
